% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=833575, Fri Jul  3 09:37:45 2020, <python>{}</python>
1 10 50 1.0000450010125153 881759125.5004306 8.8175912550043058e+08 11349696408.660152 56452214144.21261   
2 20 57.131540589786134 1.120563050573452 350037658.6698177 3.5003765866981769e+08 4093014175.029184 63154333026.20109   
3 30 62.720583051132884 1.2196389088688369 121343310.44426583 1.2134331044426583e+08 4856115619.61966 30740201213.46934   
101 1010 0.47831697837228077 92.87965895377405 16863.33098506419 1.6863330985064189e+04 18477.549371972098 19091.278893003106   
201 2010 0.16588710618140523 2146.2317025760767 1957.4924250521817 1.9574924250521817e+03 1959.4086172141108 1960.7433674894414   
301 3010 0.003743888766170334 4105.402465320034 1956.0362774107075 1.9560362774107075e+03 1956.0400141171992 1956.0462059419121   
401 4010 5.539714625689221e-06 16066.643625896955 1956.033519927713 1.9560335255598675e+03 1956.0335376933117 1956.033543054794   
501 5010 0.002232651809147333 24612.448468589653 1956.0270267009469 1.9560273064928667e+03 1956.0276321711235 1956.0288396484152   
601 6010 0.006120471143384859 4887.525157137114 1955.957667703618 1.9559576687033634e+03 1955.957871386461 1955.9581677137796   
701 7010 1.4631027323994385e-05 7439.451431791296 1955.957274585793 1.9559572745857929e+03 1955.9572750068323 1955.9572753980378   
801 8010 0.0003197002462823928 3488.153307596339 1955.9571783152821 1.9559571783152821e+03 1955.957181986063 1955.9571859956106   
901 9010 1.617588943134932e-05 2011.0956645424317 1955.9571692608351 1.9559571692610079e+03 1955.9571692617171 1955.9571692624718   
959 9590 1.5271066178193646e-07 1391.7682654846687 1955.9571692605457 1.9559571692605457e+03 1955.9571692605457 1955.9571692605457   
