% # columns="iter, evals, sigma, 0, fitness, xbest" seed=37, Mon Jul  6 15:08:33 2020, <python>{}</python>
1 10 50 0 353999486.13544613 40.833887971178676 -50.50476157087428 -38.53831550768408 42.9841344598371 29.02446672348389 47.774479073696185 23.995763263818876 46.44980454440009 -5.397436857831205 -64.66029659093262
2 20 57.131540589786134 0 194643502.77687544 23.3116902754674 10.144965788285923 41.14922001513425 59.71495305127695 -57.6051708120497 -37.48045318651184 59.42862886526871 -24.188480487260094 93.12321614068975 -82.77870158315302
3 30 62.720583051132884 0 15938034.32357233 -4.558547178326613 -65.39257341280512 0.6969363447206973 79.25684938599208 3.1618802283718708 -4.233185664330547 -80.26221870882104 -43.56034203428968 -2.195276485932979 -93.9699454403071
101 1010 0.9076826940993141 0 4320.647903990313 45.59253192204212 53.788871451067514 -22.808155885431148 51.843301698880154 -6.85954055691901 -21.62369804151407 -49.47092721282292 38.27826182861817 -49.45571559494745 22.850681317981554
201 2010 0.11339965052925689 0 1917.4776241015804 79.12915030937803 23.17409527310794 -32.51134819439761 35.31402088561609 2.4691855655144694 -88.3787739476341 -44.93596628811309 -27.30603956308034 -48.26154364019162 6.6697309101517686
301 3010 0.008501562706048653 0 1915.0875101735571 79.24796544038783 22.90250333621023 -32.605036415812805 35.25576731396553 3.104955019641936 -88.39642862792833 -44.71125544227531 -27.72965581017424 -46.65332859953189 6.25023219984075
401 4010 1.5649034321213405e-05 0 1915.0704656543223 79.25758202661092 22.90241724982013 -32.60895593202861 35.25103542411394 3.123527081118221 -88.39521299819093 -44.714142809472456 -27.74241761982846 -46.66564253250932 6.247437298168611
501 5010 1.96332904366881e-06 0 1915.0704141536407 79.25755374054037 22.902400316094216 -32.60895565748501 35.251049370857274 3.12374323603803 -88.39521293281796 -44.714144126881685 -27.742423472798016 -46.66585778501136 6.24752664777832
601 6010 0.00280172132781825 0 1915.063645984567 79.28464317527192 22.907295166971526 -32.60895320439968 35.23770461790248 3.1920689101053097 -88.3952060356218 -44.713165594472684 -27.73190446622438 -46.71555407629909 6.287128730968348
701 7010 0.0001373162977701425 0 1915.0633045362997 79.28549839228636 22.90699481415393 -32.60895563909136 35.23728005279242 3.182792804066081 -88.39521293019708 -44.712771335185344 -27.730472841589417 -46.711892238349584 6.286543643314449
801 8010 0.0004074837978625421 0 1915.063204161458 79.2911515215871 22.908443974233304 -32.60895566176106 35.2344923133431 3.1816783309881442 -88.39521293158305 -44.71265482331957 -27.731829314751504 -46.71455469488957 6.285522115477257
901 9010 7.227133574236013e-06 0 1915.063201068103 79.29118339636616 22.909143884596176 -32.60895564914665 35.23447683243532 3.182147771056521 -88.39521293312792 -44.712656764216284 -27.732019713007034 -46.71393960428355 6.284584969021466
954 9540 1.9364413196861572e-07 0 1915.063201068049 79.29118500556893 22.909142510323804 -32.60895564918761 35.2344760388301 3.1821481024656935 -88.39521293310837 -44.71265657605461 -27.73201934796003 -46.71393604656758 6.284588923244358
