% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=690746, Wed Jul  1 17:14:06 2020
1 6 0.9081889067825282 1.0000250003125026 1.0 1.0 1.0000250003125026
2 12 0.7185526061009031 1.0616018113531962 0.7770565558546323 0.7770565558546323 1.0616018113531962
3 18 0.5539013516211501 0.9868270566526012 0.6594722959641782 0.6594722959641782 0.9868270566526012
11 66 0.11012809205399389 0.6108249137164975 0.2941223512665393 0.2941223512665393 0.6108249137164975
21 126 0.005085093416368759 0.34279748133961174 0.11824849957775073 0.11824849957775073 0.34279748133961174
31 186 0.06859874546965793 0.19114221002710235 0.10316029308906374 0.10316029308906374 0.19114221002710235
41 246 0.04927845520845147 0.06955984786860976 0.045027321973764405 0.045027321973764405 0.06955984786860976
51 306 0.004301859951480385 0.03247735991352798 0.025387138715423876 0.025387138715423876 0.03247735991352798
61 366 0.0014066779368010814 0.015494194695261202 0.00993291679184966 0.00993291679184966 0.015494194695261202
71 426 0.00014763725713546052 0.007759648761514336 0.005736854713828195 0.005736854713828195 0.007759648761514336
81 486 4.5537875892216024e-05 0.0035667686360066086 0.002538158754256642 0.002538158754256642 0.0035667686360066086
87 522 1.3170191552683972e-05 0.0023757485501369156 0.001480470566495691 0.001480470566495691 0.0023757485501369156
