% # columns="iter, evals, sigma, 0, fitness, xbest" seed=732756, Thu Jul  2 17:29:03 2020, <python>{}</python>
1 10 45.11036236267431 0 1111073507.261465 16.63650597119232 60.65889499388288 79.61163501890196 28.164598224327765 28.298862097224564 -41.095024310784304 -26.108393791381328 -29.755511653850668 -47.77718159640826 -6.44262529725423
2 20 45.101232135112525 0 1675916099.3865495 69.46489089852825 1.747830504250551 58.28005909846611 -42.74616366776117 -43.89809836052691 13.270389576694924 -95.08558319205164 19.407077391983613 -90.40467408723467 -22.866119323950215
3 30 42.168729640301635 0 1215488214.5799246 66.98102873658999 9.931106716255655 -4.681285411226481 -44.32028854692231 66.67709676144982 33.90736152488671 -30.13011965569784 1.3130281723687576 -71.64892916990452 -61.41760331596814
101 1010 11.025356944499535 0 506955.87248207105 76.85579111434235 36.683355428565406 38.383303086064984 -97.57281364412088 1.1651205142782999 15.753504278575232 -7.733375352567183 -32.24385615110872 -88.34396611728931 -54.07302019434019
201 2010 3.863951183290761 0 4559.074598449681 27.574581456881152 98.43808732748803 66.70930225849382 -36.687100165587815 52.05753105398705 -43.77477254612892 -70.56760967565513 22.85191920167377 -57.615175557583065 -98.74576505813604
301 3010 0.815366744147971 0 1881.9684998935802 18.043735495674962 79.00389890051306 56.268465203063485 -10.535034842596724 -6.216549764962025 -55.20023179734402 -64.14919955117928 14.614190254983736 -60.649083278677175 -67.83117706226275
401 4010 0.3171345904819321 0 1862.4073589174975 18.004096038463615 89.20389796607458 55.76837292655438 -41.76290131477158 -7.076289116865155 -55.247234658098975 -63.90606991666412 15.034139495093708 -60.7660587322345 -86.67232185855966
501 5010 0.2568067647574058 0 1862.5816383788863 18.09681639622548 90.56394086355746 56.06189608817098 -40.81059486685668 -9.326001458678945 -55.13591366597997 -63.729083048996166 15.01285257380487 -60.85080478886836 -84.08204584208902
601 6010 0.5543754778320655 0 1857.4895325447674 18.081405167987487 99.92394675420933 55.70992522113116 -50.45177767524923 -37.734480688755184 -55.15427694894133 -63.79252858256827 15.063240557031222 -60.82047690470992 -69.10826111437243
701 7010 0.335197287130346 0 1857.0923422019296 18.152425852834316 99.97696837173447 56.05460989629731 -50.15488435332746 -38.6367599655012 -55.06885053751941 -63.731265757430684 15.08231455242 -60.849948451914784 -68.97531416164287
801 8010 0.037751882663524375 0 1856.8333427996788 18.115409580014088 99.95790426321369 55.99748657332519 -48.86481311106318 -38.59603805711049 -55.113530209487024 -63.697905179496054 15.200274635720831 -60.865897274189415 -68.41082151324395
901 9010 0.009325741914284955 0 1856.8261286365093 18.115497760486928 99.9599363041431 55.996105321568926 -48.845760877051234 -38.59477413521947 -55.1133953754233 -63.70143841777299 15.200612449204105 -60.864233756689174 -68.39694928904487
1001 10010 0.04858861917676016 0 1856.8145476910527 18.149328814620787 99.95411477571025 55.939431619390966 -48.83808632847713 -38.59149410053837 -55.072712760123906 -63.70039357757619 15.206504121515461 -60.86474918188903 -68.39133595896072
1101 11010 0.009951043110790718 0 1856.8132700206893 18.155504293533852 99.95331142678437 55.927076181354366 -48.84579893632725 -38.59110475602694 -55.065299874476125 -63.70077895582178 15.202388338045639 -60.86454776992012 -68.39697599139805
1201 12010 0.0072252271508170315 0 1856.8129609147688 18.15475191223335 99.95399137599478 55.91756786998627 -48.84599034598311 -38.59183320766485 -55.066199932196575 -63.70153260954918 15.186996594447917 -60.86418270734876 -68.39711565509356
1301 13010 0.001865248142662979 0 1856.8129549759472 18.154813753790222 99.95398372703632 55.91785844997503 -48.84600054100156 -38.591659454339236 -55.066124910488725 -63.70094933331711 15.18735269716126 -60.864462339450256 -68.39712309339083
1401 14010 0.0007654381416821052 0 1856.81295696675 18.154409459559247 99.9539487303794 55.91821216640528 -48.84601396275684 -38.5915725538558 -55.066610435955226 -63.701019077561796 15.188012392289238 -60.8644282125897 -68.39713288601487
1501 15010 0.001156875968861312 0 1856.8129553820213 18.154307154589333 99.95395052069514 55.9181926852325 -48.84604187402874 -38.59160190836664 -55.06673352024518 -63.701096758042695 15.187875389237888 -60.86439087300096 -68.39715324984863
1601 16010 0.00022807293142147698 0 1856.8129539338613 18.154255153844133 99.95394318150854 55.918089739454444 -48.84604605240747 -38.59161071082562 -55.0667959144339 -63.70103517198004 15.187586725209258 -60.86442047190212 -68.39715629830025
1701 17010 0.00022347821852887635 0 1856.8129567567335 18.154311846825294 99.95392406246147 55.9180570699973 -48.846046946477145 -38.5915879569653 -55.066727846860886 -63.70103214745177 15.187568868946983 -60.86442182167957 -68.39715695069171
1801 18010 0.00015368586986359723 0 1856.8129556675513 18.154311833321117 99.95392827798116 55.91808599460637 -48.84604626009241 -38.59159394270827 -55.06672785663977 -63.701028943876736 15.187556708580814 -60.86442339705536 -68.397156449873
1865 18650 0.0005286544334184878 0 1856.8129567963836 18.154293353203684 99.95393070344801 55.91811208805302 -48.846049637999386 -38.591605059633 -55.066750069265254 -63.70104032859672 15.187531071103876 -60.86441796456347 -68.39715891438536
