% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=691849, Wed Jul  1 17:14:03 2020, <python>{}</python>
1 6 1 0 0 0.9078467797107957 0.85054824268646
2 12 0.9607894391523232 0 0 0.8129117151317445 0.6676778562651144
3 18 1.0325175053051183 0 0 0.8424793688432011 0.7055461040546571
11 66 0.7848902533052543 0 0 0.28409783340544204 0.2900922194969365
21 126 0.7102354582362789 0 0 0.10878798434577042 0.07784232423392802
31 186 0.3819510386822537 0 0 0.01533699276084003 0.01923013175285302
41 246 0.3453556542264267 0 0 0.004120225324023033 0.005770725216550225
51 306 0.11911357557006778 0 0 0.0010919556248082081 0.0013098163184170949
61 366 0.10847285049930135 0 0 0.0003508616869711659 0.0002904812525450843
71 426 0.08537994694600741 0 0 0.00011773082006882093 9.548280865340394e-05
81 486 0.08447222741245201 0 0 4.0549143146444745e-05 4.296565178983195e-05
91 546 0.049984526017885375 0 0 8.345166845890174e-06 1.3513187797520833e-05
101 606 0.022873712792776536 0 0 1.6770697411192909e-06 1.4036989598756647e-06
111 666 0.013734635593437834 0 0 3.916938990797041e-07 4.102640830995214e-07
121 726 0.008836029130148165 0 0 9.76565747461971e-08 1.1037304561475064e-07
122 732 0.010778063286448383 0 0 1.0176680037025929e-07 1.186387035226322e-07
