% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=727401, Thu Jul  2 11:06:30 2020
1 10 -0.07097852710551515 -0.018893419264268952 0.014291915705852653 0.08094236278831599 0.9126755573694801 0.969213210057734 0.974531839720342 0.9924151559864418 0.999202988276074 1.0032976117514456 1.0082007113128664 1.013061640642401 1.015749646112813 1.101601705169543
2 20 -0.09261911970126675 -0.045693741382923536 0.019219347208001725 0.1528775722768203 0.9126755573694801 0.969213210057734 0.974531839720342 0.9924151559864418 0.999202988276074 1.0032976117514456 1.0082007113128664 1.013061640642401 1.015749646112813 1.101601705169543
3 30 -0.17057116075532425 -0.05192538551052812 0.018806423703953266 0.19326863072004632 0.9126755573694801 0.969213210057734 0.974531839720342 0.9924151559864418 0.999202988276074 1.0032976117514456 1.0082007113128664 1.013061640642401 1.015749646112813 1.101601705169543
101 1010 -0.8440064727350899 -0.10760039264080372 0.08150312376223841 0.7365445708729215 0.36809573031929294 0.48398337727648866 0.7546443753499303 0.8005710405095484 0.9342936802892249 0.9911913144784931 1.0389030681251012 1.1119066888178926 1.2069858851779778 1.670936144844665
201 2010 -0.9855151343003997 -0.10714945664883849 0.07934361637875717 0.9776382724617001 0.10579975147654411 0.1428755244874235 0.5878146755151621 0.7791143537292443 0.8367231908671947 0.9439009513479281 1.0180891514406143 1.1471909466308718 1.376254616615234 1.782740493171638
301 3010 -0.9999914346358095 -0.12134056413147892 0.05756173526629185 0.9999905949478824 0.0026834571629152874 0.0032226784793387537 0.5807874661864767 0.8222146318986938 0.871529053151642 0.9247853477762452 0.9894325924939738 1.2113637282685816 1.3518426603765945 1.760108827884305
401 4010 -0.9999977559446903 -0.1591615411818677 0.15329700044289568 0.9999975493771649 0.0014254863787392415 0.0015915695914722535 0.649855899245211 0.8018774538299388 0.881131513146586 0.9500598596869069 1.0166347396006834 1.0923534831254673 1.2899740585236765 1.8343536780508274
501 5010 -0.9999977501124635 -0.10351824778950956 0.05242276159137663 0.9999961520067443 0.0014015193584300226 0.0019149848289949773 0.5673488667858875 0.8223498850119264 0.8325046515965011 0.9760082278288564 1.0157444060583052 1.1035676178504812 1.3816620547839873 1.7881851200583125
601 6010 -0.999996873127053 -0.11210653083771639 0.048970570465739494 0.9999961239306523 0.0016721814964116525 0.0018952900958434825 0.606265570515909 0.7474835228060501 0.9465104917109746 0.9841672439615963 1.029288068425633 1.1446064345502796 1.3298000765309475 1.7525155395773442
615 6150 -0.9999968264186176 -0.08213901001553836 0.04704021994868083 0.9999962953996867 0.0016721814964116525 0.0018952900958434825 0.606265570515909 0.7474835228060501 0.9465104917109746 0.9841672439615963 1.029288068425633 1.1446064345502796 1.3298000765309475 1.7525155395773442
