% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=48, Mon Jul  6 05:17:17 2020, <python>{}</python>
1 15 47.27299948942003 1.0000490012005196 20299.238306896805 2.0299238306896805e+04 32279.55140714294 63886.014809139604   
2 30 45.61285151150191 1.0383634380482096 20299.238306896805 2.1781917775694950e+04 36180.354380543 65198.92357846882   
3 45 43.978880073168334 1.0505582455337634 17489.36167087456 1.7489361670874561e+04 30816.263946302603 52577.895562541235   
101 1515 16.937427798334635 1.6202829032227395 4240.938997364489 4.4726263558792753e+03 4951.607159373526 5446.5028236506105   
201 3015 3.3830963833182754 1.874739973467143 3391.851451517429 3.3936837885530476e+03 3406.737134339139 3427.933168471067   
301 4515 1.1261065747086367 2.272321582956717 3338.1896533114877 3.3383658964925185e+03 3339.82267899818 3341.976950804803   
401 6015 0.8709093281944832 3.0906472912888314 3314.415078027165 3.3144150780271648e+03 3316.051489156659 3317.357690779013   
501 7515 0.46368367875958477 3.4440352432881607 3301.107635655322 3.3011151857433892e+03 3301.411336203237 3301.9076420426645   
601 9015 0.14304661431360283 3.6180891446163055 3299.494511929989 3.2994989073624524e+03 3299.5333879496 3299.5448337742446   
701 10515 0.018795442042153172 3.907163481965409 3299.4296889773627 3.2994296889773627e+03 3299.4303606280196 3299.430933282015   
801 12015 0.0053297697422928355 4.738655657057115 3299.428417699298 3.2994284292781754e+03 3299.4284513457815 3299.428471702264   
901 13515 0.004901256794692139 7.208336875642616 3299.428143595884 3.2994281448465040e+03 3299.4281738375935 3299.4281877596814   
1001 15015 0.0030027098445785374 13.760553550207536 3299.427915887327 3.2994279158873269e+03 3299.4279237269566 3299.4279299395175   
1101 16515 0.0007982226483788045 18.447949878941344 3299.427877695892 3.2994278777222953e+03 3299.427878233922 3299.427878561541   
1201 18015 9.952466240556313e-05 19.33583584770586 3299.42787660836 3.2994278766115722e+03 3299.427876616338 3299.427876623006   
1301 19515 9.115364692779012e-06 20.165165269641054 3299.427876589787 3.2994278765897916e+03 3299.4278765898252 3299.427876589887   
1401 21015 8.462486028092298e-07 21.154277901524587 3299.427876589655 3.2994278765896552e+03 3299.4278765896556 3299.427876589656   
1416 21240 6.043159549378579e-07 21.222485035742206 3299.4278765896547 3.2994278765896552e+03 3299.427876589655 3299.4278765896556   
