% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=649793, Wed Jul  1 17:12:50 2020
1 6 0.3346260990478034 0.3346260990478034 0.3346260990478034 0.3346260990478034 0.8157045426820895 1.1552601867318908
2 12 0.4481101845675763 0.4481101845675763 0.4481101845675763 0.4481101845675763 0.8157045426820895 1.1552601867318908
3 18 0.39592397704018734 0.39592397704018734 0.39592397704018734 0.39592397704018734 0.7772232774176366 1.1814922670251327
11 66 0.04279851658746867 0.04279851658746867 0.04279851658746867 0.04279851658746867 0.9783667427976747 1.0211750665715789
21 126 -0.5158706103555948 -0.5158706103555948 -0.5158706103555948 -0.5158706103555948 0.6957940712915032 1.2312069729966586
31 186 -0.7440647681077049 -0.7440647681077049 -0.7440647681077049 -0.7440647681077049 0.5059004169718534 1.3206304434275717
41 246 -0.9731216078599834 -0.9731216078599834 -0.9731216078599834 -0.9731216078599834 0.1639463087111649 1.4046784713449492
51 306 -0.9980731727524903 -0.9980731727524903 -0.9980731727524903 -0.9980731727524903 0.04389564041576059 1.4135321619094807
61 366 -0.9998734206064667 -0.9998734206064667 -0.9998734206064667 -0.9998734206064667 0.011250750798652866 1.4141688090912155
71 426 -0.9999913059287291 -0.9999913059287291 -0.9999913059287291 -0.9999913059287291 0.0029485710557391764 1.4142104885513787
81 486 -0.9999955935819741 -0.9999955935819741 -0.9999955935819741 -0.9999955935819741 0.0020991469757746894 1.4142120044682034
91 546 -0.9999953840714148 -0.9999953840714148 -0.9999953840714148 -0.9999953840714148 0.0021484712204715073 1.4142119303949514
101 606 -0.9999945521177332 -0.9999945521177332 -0.9999945521177332 -0.9999945521177332 0.002334069893299454 1.4142116362545365
111 666 -0.9999972659694298 -0.9999972659694298 -0.9999972659694298 -0.9999972659694298 0.0016534904203584794 1.4142125957469867
121 726 -0.9999944836671304 -0.9999944836671304 -0.9999944836671304 -0.9999944836671304 0.00234868747804991 1.4142116120535606
131 786 -0.9999933807246602 -0.9999933807246602 -0.9999933807246602 -0.9999933807246602 0.0025727952386056705 1.414211222103919
141 846 -0.9999976870408814 -0.9999976870408814 -0.9999976870408814 -0.9999976870408814 0.001520841582373944 1.41421274461832
145 870 -0.9999944642777262 -0.9999944642777262 -0.9999944642777262 -0.9999944642777262 0.0023528115678357613 1.4142116051983615
